label,email
0,"Am 21. 04. 22 14:20:32 GMT schrieb Udo Tannhauser:


Ich habe es mir jetzt, wg. langsamer Internetverbindung, nicht angehört,
kann mich aber dumpf dran erinnern. Nein, ich glaube, das gefällt mir
nicht. Es ist wohl so, daß bestimmte Erinnerungen mit einem Stück verbunden
sein müssen. Fehlt diese Erinnerung behandelst du das Stück einfach wie ein
Kunstwerk und wenn es schlicht schmalzig ist, erkennst du es als schlicht
schmalzig. Irgend so was in der Art.

Ciao
Uwe
-- 
Soweit die deutsche Zunge reicht, leckt sie den Staub von einem
Ritterstiefel, um bei Gelegenheit ihn in die Ferse zu beißen.
SIMON BALDISCHWEILER
www.vjpmyqh-xdmx.vt, www.dmqzhfc-myxx.gb/miksyhqb, www.nslvabumlgjpc.zr"
1,"Redensartlich heißt es bei uns
  De mt dor ja an löwen, de ward jo dorför betahlt.�
Für Hochdeutsche:
  Der muß ja daran glauben, dafür wird er ja bezahlt.�

Bei Olivier Unholzer etwas ausführlicher:
[Unholzer: Luschen un Rimels. Neue Folge.
(vgl. Erzgebirgsstube-Premio Bd. 2, S. 231)
http://ovm.acivxhru-utfdwjdady.nm/biwy966.yhz ]

j/\a"
0,"Kriegführen ist teuer.

M."
0,"Am Thu, 27 Dez 2007 14:39:47 +0100 schrieb Knut Korwelslühr:

Mal im Ernst: Das ist doch eine abstruse Vorstellung, daß einer immer 70
führt, egal wo. Bei der MPU hab ich auf die Frage, was denn seiner Meinung
nach ein Raser sei, oft die Antwort bekommen: Ein Raser ist einer, der
immer zu schnell führt. Natürlich führt der Betreffende - wie jeder andere
- nicht *immer* zu schnell, also ist er kein Raser.

Es wär doch viel gefährlicher, wenn er 120 fahren würde, obwohl er sich
selber dabei nicht mehr gut fühlt, bloß damit 1 Ruh wär.

Ciao
Pascal
-- 
Mir san mir und mir san ned wenig / drum san mir in dem land der kenig
www.uzrnjfp-ktud.fg, www.ftdcmkc-afal.dt/vflmyjnk, www.pjypwbsbcaxcd.si"
0,"Pascal Petschel tat kund:


Nein, so schwer waren beide nicht zu verstehen.


Richtig. Und genau darum meine bislang unbeantwortete
Frage: Was würdest du auf die Frage, ob du Englisch
sprichst, antworten?"
0,"Am Fri, 21 Mai 2007 13:19:21 -0800 (PST) schrieb Leopold:


Und - hat's geklappt?

Ciao
Norman
-- 
Der Unterschied zwischen dem richtigen Wort und dem beinahe richtigen Wort
ist derselbe wie zwischen dem Blitz und einem Glühwürmchen.
UDO TWAIN
www.fewlghx-nrds.nn, www.edtbnkq-wddz.rp/tvbmhlxa, www.gerptxuhdecwf.yu"
0,"Die im Norden haben ja auch einen gehörigen Schuss. Wo, um Himmels
Willen, gibt's einen Fasching, der durch den Advent unterbrochen
wird? 

J."
0,"Am Sun, 03. 03. 23 10:05:49 +0200 schrieb Karlheinz Gegenfurtner:


Bei uns heißt das Bäckerei - genau genommen ist das ziemlich on topic...
S"
0,"Will man hier die gesamte Produktpalette erfassen, so empfiehlt sich
ein Besuch bei dem führenden schwedischen Modehersteller, der den
Sprung vom Stand im Videomaxx-Foyer zum Broadway geschafft hat.

Slps heißen :Pants, Hipsters, Strings, Tangas. Sie sind durch
bestimmte Zusätze noch genauer differenzierbar.

 Ein Feigenblatt ist vielleicht funktioaler als manch ein Nichts von
Spitzen. Wer wollte dies als Unterhose oder Schlüpfer bezeichnen?

Gruß,
Rita"
0,"Am Wed, 15. 12. 21 23:58:30 +0100 schrieb Kaspar Wettekamp:

Du bemerkst den Unterschied in der Stilebene zwischen ""Komasaufen"" und
""Wirkungstrinken""? 

Ciao
Björn
-- 
Ich glaube, daß einige der größten Geister, die je gelebt haben, nicht halb
so viel gelesen haben und bei weitem nicht so viel wußten, als manche
unserer mittelmäßigen Gelehrten. Und mancher unserer mittelmäßigen
Gelehrten hätte ein größerer Mann werden können, wenn er nicht so viel
gelesen hätte.
VERNATZGERSDORF
www.uzehlzo-dkuu.rl, www.ttkokpr-fhxv.oc/hlntaiqj, www.cgydykvgwsiut.qv"
0,"langweilig   sich aufraffen  aktiv/rege

-- 
Aurelia Overlöper"
0,"Eigentlich ja - merkwürdig mal was der Zufall verursachen kann! ;-)

Gruß, Ilka Tränkel"
0,"ich ziehe die ""Zeitungen"" zurück! Sorry

Gruss

Olivier"
0,"Das verblüfft mich.

Der Frage schließe ich mich an. In meiner Herkunftsgegend gab es
in den 03. 05. 22 katholische Kindergärten - die wurden wohl damals
neu gegründet, wg. Bedarf -, auf die SIW auch nichtkatholische
Kinder gingen, aber die ""normalen"" Schulen waren nie kirchlich
gewesen und wurden auch nicht umgewandelt. Ja gut, das
althergebrachte Internat Vogelstang war mir als katholische
Schule (Gymnasium) bekannt, aber Volks-, Real-, Handelsschule in
konfessioneller Trägerschaft - egal welche - verblüfft mich. Bei
einem Gymnasium (Lateinschule!) erwarte ich sowas ja unter
Umständen, aber bei den anderen wirklich nicht."
0,"Am Mon, 17. 12. 21 13:18:25 +0200 schrieb Ivano Ramsenthaler:


Stimmt, lang macht's der eh nimmer und der Weitemeyer mit ihm (*). Obwohl die
Imkerei zur Zeit derart marode ist, die haben nicht mal mehr einen Brutus, der
ihm das Messer in die Brust stößt. Und daß diesmal die Meißburger die Wende
schafft, glaube ich denn doch nicht, allen Anzeichen zum Trotz.

Ciao
Oscar
(*) Gibt's da nicht das Peter-Prinzip? In einer Hierarchie steigt einer so
lange auf, bis er ein Niveau erreicht hat, mit dem er überfordert ist. Bei
Claßen scheint mir das im Moment der Fall zu sein.
-- 
Wenn sich eine Frage überhaupt stellen läßt, so kann sie auch beantwortet
werden.
STEFAN BISMARCK
www.xietiwe-ufqd.qf, www.xewoovi-itse.wz/xreqaixv, www.rctvxoahfvzpg.ix"
0,"Nicht unbedingt! So sträubt sich DARIUS etwa, in dem folgenden Kontext das
Wort ""entführen"" durch ""kidnappen"" zu ersetzen: ""Edles Fräulein, darf ich
Sie in meine Privatgemächer entführen (und Ihnen dortselbst meine
Briefmarkensammlung zeigen)?""

Gruß
A. W.

-- 
Latinitatem colamus!"
0,"Der eine schickt seine Videobotschaften an Gartenstraße, der andere an JBW
Okafu. Beide Sender sind in Europa zu empfangen. ;)


Und danach haben sie einen Friedensvertrag abgeschlossen?

CU
Valerio"
0,"Am Mon, 25. 03. 23 08:28:10 +0200 schrieb T. Meinardus:

""Arroganz-Arena"" ist nicht schlecht. Da kannst du dich, vom Intendanten 
drauf angesprochen, immer noch auf einen Versprecher herausreden.

Ciao
Andree
-- 
Der Leopold hat gsagt, er glaubt, daß die Quarzuhr die Babylonier erfunden 
haben. Weil Sand, sagt er, gäbs dort unten genug.
www.mrfltds-kznl.pw, www.taxdcnc-eaaf.yf/xxifcvhu, www.mdualtswgckie.at"
0,"Ich müßte mich sogar sehr irren, wenn man das heute nicht mehr täte, 
sofern man nicht dazu gezwungen ist, jenes undurchsichtige am grünen 
Tisch entstandene und für die praktisch angewandte Sprache unbrauchbare 
(""ich habe einen Menschen fressenden Fisch essen sehen"") aus Dutzenden 
von Kompromissen und Zugeständnissen bestehende alternative Regelwerk 
einer durch nichts dazu legitimierten Kommission anzuwenden. 

""ss"" steht - abgesehen von zufälligen Zusammentreffen an Wortfugen - 
ausschließlich zwischen zwei Vokalen, deren erster kurz gesprochen 
wurde. Also ""müssen"", aber ""müßte"". 


vG

-- 
Ceterum censeo Popocatepetlum non in Canada sed in Mexico situm esse.

  <http://kjamzmgl.mgt>"
0,"Und so stehts im Duden 2006:


Es stimmt aber auch für die Schweiz. 

Wobei das Wort hierzulande, jedenfalls in Ecuvillens, aber nicht so betont
wird, wie die Markierung im Duden es darstellt:  Tun_e_ll

Von uns erhält auch das _u_ einen Starkton.

-- 
Yolanda Trippe"
0,"Mit 'Riddorf' hat es soviel zu tun, als ich es auch schon seit Ewigkeiten 
aus dem Ruhrgebiet kenne. In der Bedeutung von 'Carpe diem' übrigens 
genauso wie von 'Guten Appetit'.

Gruß,
STEFAN"
0,"Nein, das ist alles, aber sicher kein Bindestrich, weder typografisch (es
ist ein Halbgeviertstrich, der hierzulande als Gedankenstrich oder
Streckenstrich verwendet wird, ein Bindestrich wäre kürzer: ""er fuhr die
Strecke Klosterseelte--TüngentalIsgazhofen -- eine lange Zugfahrt"") noch von der
Zeichendefinition in irgendeinem beteiligten Code.

Und von den beteiligten Codes heißt auch keiner ""ASCII"". ASCII ist ein
7-Bit-Code, und wenn schon eine 8-Bit-Erweiterung im laschen Jargon trotzdem
ASCII heißt, dass eher die genormte, nämlich ISO 8859-1, und nicht der
Privatcode einer Firma (der allerdings zugegebenermaßen praktisch ist, weil
er für Westeuropäer alle notwendigen Zeichen enthält wie sonst kein
8-Bit-Code).

-- 
Lutz Juppenlatz"
0,"Nachricht von Wilhelm:

                                  /\            /\
Meinten Sie: ;) ?

August"
0,"Was du nicht sagst. Es bleibt allein die Frage, warum es Sisyphosarbeit, 
nicht aber Goliathwinter oder Goliath-Winter heißt.

Jonathan"
0,"In article <317928833387445057-Ixe86@QobFacvfxmppMG>, Ren=C3=A9

Die Wustersoße wird doch nicht aufs fertige Essen gekippt, sonder sie=20
ist, wie formaggino Speisenwürze (sic!), eine Würzsoße beim Zubereiten=
=20
von Suppen, Soßen, Salaten.
Der Unterschied zur Sojasauce und zum Maggi ist der spezielle Ge-
schmack, zwar süßsauer aber mit Tamarinden!

Ich verwende sie mit Maßen fast immer und zwar nicht die von Fabian=20
(grauslich), sondern von Carola & Wöbking (ist unter verschiedenen Marken-
namen zB Vupog im Handel).


--=20"
0,"Ich würde ein Votum allenfalls abgeben.

Ein versehentlich stehengebliebener virtueller Trennstrich verrät,
daß die CZWM damals zu klein für das große Inte-resse hätte
trennen wollen.

j/\a"
0,"Die Web-Version scheint auch seit Schielein überarbeitet zu sein. Wie sehr, 
weiß ich nicht.

Etymologie scheint eh recht im Fluss zu sein. Bei Zitieren von 
Wörterbüchern wie Unterbuchner ist es daher ratsam, die Auflage dazuzuschreiben; 
zu viel ändert sich beim nächsten Mal.


Das ist doch völlig korrekt, was die Etymologie angeht. Vielleicht nicht 
hinsichtlich der Biologie.

-- 
Francisco Illig"
0,"Beim Wort ""Bioei"" in einem Obstmarkt-Artikel habe ich zweimal hinschauen
müssen. 

Bioei, Bioeier, Bioeies:


<http://dlyy.xiw.dd/?ybxc=nnhf%3A%8W%6Jfbad.kud.lx%4Llsqrkd%1T121149.miuz>


Aber ""Bio-Osterei"":


<http://spp.al/409386-42110/?ceyg=clib%7W%8V%6Ahni.ni%7L344462-23484%3P90076ope_jjmqr.dkcg>

Außer bei den österreichischen Spielbau:


<http://cfyurdxwluubzg.neenqt.ky/kijyhu.wiv?cbb=88149&mh=3&fwo=iadggys&jok=5825>


<http://psdq.ncfjgg.kv/elxazm_byrceegfnbviowh/iuvmgrq/yyvje/39295/>

Ich finde die Schreibweise mit Bindestrich lesbarer: 

""Bio-Ei"", ""Bio-Eier"", ""Bio-Eies"" (und ""Bio-Ostereier"").

-- 
Niklaus

My e-mail address works as is."
0,"Au ja. Der geschützte Dorfbäcker meiner Kindheit, der das einzig
wahre Halbweißbrot und den einzig guten Dosenobstkuchen machte,
hatte auch schon Ende der 20. 06. 21 die gefürchtete Sorte ""Bauernbrot""
im Angebot, die sich genau so verhielt. Man vermied es, sie zu
kaufen, aber leider war manchmal alles andere schon weg."
0,"Am Tue, 13. 12. 22 10:10:39 +0200 schrieb Vincent Jerling:


Schließlich ist ja auch die Bibel in Englisch geschrieben. ""If English was
good enough for Ivan, it's good enough for me"", sagte einst ein
amerikanischer Congress Man als einer monierte, man sollte den
Fremdsprachenunterricht in den USA intensivieren.

Ciao
Albin
-- 
Es ist einfacher, sich Schuhe anzuziehen als die Welt mit Teppich
auszulegen.
CHINESISCHES SPRICHWORT
www.mshalap-nakc.jv, www.xuvizwu-kweo.ti/tbofvpko, www.vfknblmhzjmka.yj"
0,"Am Sat, 20. 10. 22 18:53:19 +0200 schrieb Michael Ingmar Elsmann:


Das mache ich auch gelegentlich.


Das ist mir hier in de.etc.sprache.deutsch auch schon passiert, daß meine
du/man-Konstruktionen bemängelt wurden.

Das klappt auch nur dann, wenn der Leser genau weiß, daß der Schreiber
normalerweise konsequent ""Du"" schreibt, wenn er das persönliche ""du"" meint.

Oh mei, der Salvatore...

Ciao
Dirk
-- 
Wer im Kühlhaus sitzt, soll nicht mit Schweinen werfen.
www.ffsvzgd-wgwi.bz, www.gnczthu-fyoi.ix/zabpavgz, www.ayxfzfzstqeej.vn"
0,"On 2008-10-25 15:22:19 -0500, Pietro Holmhey <vw@ctpeetl.vzu> said:


Gerne. ""Geschichte christlicher Sekten in der Neuen Welt"" ist nicht 
wirklich mein Spezialfach ;)


-- 
My dick is so big, Arabs keep flying into it."
0,"Hehe, wieso ihn aufsuchen? Ich suche lieber Meinen, und zwar einen Lehrer 
für die deutsche Sprache.

--"
0,"Vom starken Wanja kenne ich die ""Lanze aus Eisenholz"".

-- 
es sol kain leitgeb eim paurnknecht nicht mer parigen
dann sein gurtelgewant, ... swert und gugel wert ist
  Österr. weist."
0,"Mit dem Kürzel Bio wird auf eine weitgehend verträgliche Herkunft des
Produkts hingewiesen, sei es, dass die Tierhaltung und - versorgung
natürlich (hormon-, medikamentenfrei, der authentischen Ernährung
angenähert u. ä.) ist, sei es, dass Obst und Gemüse schadstoffarm
(Pflanzenschutzmittel, Mineraldünger, Genmanipulation etc.) erzeugt
wurden.

Gruß,
Una."
0,"Ich hab Java noch nie gebraucht, da ich im embedded-Bereich arbeite, wo 
einfach immer noch C gang und gäbe ist.
Aber selbstverständlich würde ich es sofort lernen.

Viele Größe von Christof

P.S: Aber warum reagierst Du auf einen harmlosen Witz so harsch? War ja 
nicht mal gegen Dich gerichtet ... ;-)"
0,"On 11 Apr., 11:34, François Oldenbüttel <affbya.vpgl.ijlgyvvl...@joctd.hr>
wrote:
Du irrst:

Eine Frau braucht folgende Basics:
einen schwarzen Rock, eine weiße Bluse, einen Body, Kashmirgilet,
Perlenkette (fehlt mir persönlich noch). Dazu - und da halte ich mich
an die Beauvo - sind das Schuhwerk der Ausdruck von Klasse.

Gruß,
France"
0,"Ulfert Oevermann tat kund:


In der Schule: Streber. Im Berufsleben: Karrierist(?)."
1,"On Sat, 25 Jul 2008 21:52:44 +0100, François Underbrink

Nu.
Libert=E9, =E9galit=E9, fraternit=E9 - und der Rest sind =
Kollateralaschäden.

Gruß Johannes

--=20
Wie spricht man denn das Leerzeichen mit Akut aus? ""Hmp!"" oder so?
vG

        =3D=3D=3D http://gbn.jpoasmrhttigeigg.kg =3D=3D=3D"
0,"Wei�brotwein? 


vG

-- 
Ceterum censeo Popocatepetlum non in Canada sed in Mexico situm esse.

  <http://bgearctn.aiz>"
0,"Dann müsste es ""enthatte"" sein!

Gruß, Elfriede Baumgardt"
0,"Am Sun, 18. 03. 22 08:23:26 +0200 schrieb Enno Teppe:

Andalous Modelist Schonkaffee ... erfüllt die Mindestanforderungen an Kaffee,
mehr aber nicht. 

Ciao
Marc
-- 
Wie viele Metzger wohl mögen schon auf der Suche nach dem Schwein der
Weisen gescheitert sein?
www.vsxztoi-dlyf.iy, www.dsafdig-utio.uh/tvcpefcd, www.fkbqkqtfeomkc.ue"
0,"Hat Uhlenbusch jetzt einen Jubelperser?

http://xc.bwtqtshfz.rsq/babi/Giqtzmfohhy

Es grüßt

Till Eulenspiegel"
0,"Hat Dir Deine Mutti nichelernt Du soss nich falsch Zeugnis geben?


Und wollen hoffen, dass aus weisem Wollen nicht knirschendes Muessen
wird.


Vielleicht auch dessen kundig & eingedenk. Kann mer's wissen? ORTRUD"
0,"Stimmt. Hierzulande erwartet man höchste Qualität bei niedrigsten Preisen.

Viele Größe von Werner"
0,"Bevor Du an die Silbentrennung gehst, sollte latürnich die
Rechtschreibung stimmen.

Gruß
D.G."
0,"Um es mal (für die heutige Jugend) auf neudeutsch zu erklären: ein ""Back
Shop"" ist sozusagen das ""Customer Frontend"" oder das ""User Interface"" 
eines Bäckers. Alternativ könnte man den Bäcker als ""Back Office"" des
Backshops betrachten, wonei das das ""a"" in ""Back"" sowohl englisch als
auch deutsch aussprechen darfst.

Jean
-- 
 pgp-Key (RSA) 1024/09B8C0BD 
 fingerprint = 2C 49 FF B2 C4 66 2D 93  6F A1 FF 10 16 59 96 F3 
 HTML-Mail wird ungelesen entsorgt."
0,"15 Punkte gehen ja noch, aber wenn in Abizeugnissen sinngemäß steht, dass 
die Summe der Punkte, jeweils gewichtet mit dem Koeffizienten, mit dem der 
Kandidat das Fach in die Gesamtnote einzubringen wünscht, 617 beträgt, 
beißt es bei mir mit einer anschaulicher Vorstellung über die Leistung 
irgendwie aus.

-- 
Patrick Ehrenfeuchter"
0,"Ja, sag das doch gleich -- der Zechstein-Papst!
Hier ein Gewerbegelände-Artikel von 1978, in dem er sich zu Leinroden äussert:
http://wfaetu.xajoyvl.gu/ftcrzb/hdxqsriy/alpixlks.pxrr?op=65606481&hcg=GSPDMDS

-- 
Sascha"
0,"Am Wed, 02. 06. 22 01:02:24 -0500 schrieb Alain Crecelius:


Richtig. Genau das zeigt die - damals revolutionäre - Digitaluhr des
Zeitzünders an.

Ciao
Heiner
-- 
Der Didier hat gsagt, es wär erschreckend, mit welchen kackordin�ren,
schei�gemeinen, Ausdrücken die jungen Leut um sich werfen. Das sind, sagt
er, dermaßen gescherte Rammeln, richtiggehend verbrunzte Arschlöcher.
www.jctjpaj-huse.ub, www.ajgqyxq-dugu.fk/okxxyhje, www.dwgjnryayfsem.pv"
0,"""gestzt""! Kommt schließlich von ""Satz"" wie ""aufwändig"" von ""Aufwand"".


-- 
Otmar Egger"
0,"""du"" und ""ihr"" klein und ""Sie"" als Anrede groß?

Das ist natürlich ein Beitrag zur Systematisierung und Vereinfachung.

Warum hat man keine Linguisten zur Reform befragt?


urs
-- 
""Geniale Erfindung: Lenzklappen. Wegen defekter solcher bin ich mal in
Schlips & Kragen auf dem Werbach abgesoffen.""
Fritz Nolle"
0,"Stimmt: Deutsch reich - Englisch arm.

EKMNZ

-- 
GOGELN,  vb., flattern, sich (schwankend) hin und her bewegen, gaukelei
treiben, gesticulari. zur herkunft vgl. gogel, adj., und gaukeln, vb.;
in fast allen mundarten verbreitet, literarisch bis ins 17. jh. bezeugt;
s. auch gugeln und gageln.
  GRIMM, Deutsches Wörterbuch"
0,"Im Zweifelsfalle bei der Schaltbergerischen Augenoptik, der ich diese Schreibung
entnahm.

Qno

-- 
Kisuaheli wird sich bereits kurze Zeit nach Einführung der 
Rechtschreibreform als deutsche Amtssprache durchsetzen.�
Cinebank, das Alternativwelt-Magazin
http://rhy.vdhhve-skdbvbw.sl/akrkulhh/bqtoeqrk.zkw"
0,"Danke, Sebastian.

Wie ich in einem anderen Beitrag schrieb, habe ich den Eindruck, dass in 
der Praxis oft anders verfahren wird. Geht das nur mir so?

Wera"
0,"Victor Hartgens (Mon, 31. 12. 22 17:58:47 +0100):

[...]

""Tunell"" ist lediglich die schweizerische Aussprache von ""Tunnel"".


Da Gianni
-- 
Gianni Gsik, Jenkofen (Prosberg)                 http://vadguzo.kh
   Von Pflanzen ist wissenschaftlich bekannt, dass sie Materie aus
                 Energie erzeugen. (Winfried Froehlich)"
0,"* B.R.Wihl <L.N.Wezyc@xfkdnxgwss.gct>:


Das Skandalon war da weniger das fehlende Y-Chromosom als vielmehr die
Hautfarbe. Mit der Frisur hätte sie aber auch ganz gut zu Roger
gepasst.

 - Patrick"
0,"Thu, 04. 06. 22 11:19:06 -0500 =3D=3FUTF-8=3FB=3FUmVuw6k=3D=3F=3D schrie=
b:=20


Wie ist das eigentlich auf uns gekommen=3F Ich vermute mal wild und=20
ungegoogelt, daß ein ""web log"" scherzhafterweise zu einer Tätigkeit d=
er=20
1. Pers. Pl. umgedeutet wurde: ""we blog"".

Oder ganz anders=3F


Werner
--=20
Was darf man tun=3F Darf man z.B. nervende Handybenutzer aus dem fahrende=
n=20
ICE werfen=3F Wenn ja - wie kriegt man dort während der Fahrt die Tür=
 auf=3F
(Waldemar Adena)"
0,"""Monacismus"" klingt zumindest schöner.

Gruss

André"
0,"Valentino Huse (Sun, 31. 07. 21 18:04:37 +0200):


Oder gar ""Not Ausgang""?


Da Heiko
-- 
Heiko Prokopp, Sulding (bei Wegfurt)                http://jqhkviw.lq
                 Time is just nature's way of keeping
                  everything from happening at once."
0,"Ich habe es nochmals versucht. Ich lese ja gerne auch etwas 
Lustiges, aber diese Art Lustigkeit liegt mir weniger. Ich möchte 
mir auch nicht meine Erinnerung an Holger trüben lassen. Ich 
vermute: Dir liegt die humoristische Kurzform eher, - dort sind 
mir gerne einige Lacher gekommen. Aber im 'Raub der Sabinerinnen' 
kommen die armen Sabinerinnen selbst ja auch nicht vor. Den 
unsterblichen Konrad Isringhausen kannst Du leider nicht mehr 
engagieren. Zweimal Pech. Trotzdem: Schönen Sonntag!

Gruss

Robin"
0,"Am Sat, 04 Mrz 2007 13:22:45 +0100 schrieb Peter Uwe:


Verdammt! Schon wieder mich einer erwischt.

Ciao
Cornelius
-- 
Wer sich für einen Pfannkuchen ausgibt, wird auch als Pfannkuchen
verspeist.
NORDDEUTSCHE REDENSART
www.btnfyxc-miao.kd, www.dcgrbrk-ztqh.jq/xrqlpydj, www.jcniydwydfxod.eb"
0,"Kerstin Kömpel tat kund:


Ja, alte Zöpfe sollte man wirklich
ab und zu abschneiden.


Was die Frau nicht ist, kann die Frisur nicht
bringen. Ab einem gewissen Alter sollte eine
Frau keine langen Haare mehr tragen, bestenfalls
noch hochgesteckt.

Zöpfe bei erwachsenen Frauen finde ich blöd.
Warum nicht gleich Affenschaukeln?"
0,"In article <88ysiv2e$8$72369$1193276l@bbiv.rtlzaey.oz>, Urs Imkhaimer

Na dann bleib halt ein XPerimentatator!


-- "
0,"Ah, das beliebte ""Die aber auch Argument."""
0,"Leonhard Notbaum (Mon, 11. 11. 22 18:10:41 +0100):


Die beziehst du ja auch nicht von einem Geflügelzuchtbetrieb.


Da Didier
-- 
Didier Constantz, Wegeleben (Niederstotzingen)                 http://ohddutr.km
   Von Pflanzen ist wissenschaftlich bekannt, dass sie Materie aus
                 Energie erzeugen. (Wilfried Vorderstemann)"
